#,License Plate,Created At,Pickup Date,Return Date,Total Days,Odometer at Pickup,Odometer at Return
43124,A19404,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,6668.0,6734.0
43125,abcc-52,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,1866.0,1894.0
43126,632XRA,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,6670.0,6670.0
43127,A20668,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,2101.0,2196.0
43128,A21094,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,188.0,195.0
43129,A17995,04/09/2022 ,04/26/2022 ,04/26/2022 ,0,2287.0,2338.0
43130,A20132,04/09/2022 ,04/26/2022 ,04/26/2022 ,0,4650.0,4711.0
43131,a11002,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,18807.0,18848.0
43133,A17008,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,6962.0,6962.0
43134,A20669,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,1500.0,1510.0
43135,A19407,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,6225.0,6259.0
43137,A20666,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,2185.0,2190.0
43138,abcc-51,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,9554.0,9560.0
43140,A19026,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,13705.0,13710.0
43141,A20664,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,1576.0,1580.0
43142,A20667,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,1.0,25.0
43143,A20693,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,1560.0,1570.0
43144,A20520,04/09/2022 ,04/10/2022 ,04/11/2022 ,1,466.0,467.0
43145,A17577,04/09/2022 ,04/10/2022 ,04/12/2022 ,1,3155.0,3243.0
43146,A20700,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,1312.0,1339.0
43147,A17010,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,6603.0,6685.0
43150,A19027,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,14250.0,14250.0
43151,A21091,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,340.0,360.0
43153,A20301,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,1268.0,1306.0
43154,A18144,04/09/2022 ,05/24/2022 ,05/24/2022 ,0,3387.0,3388.0
43155,A19407,04/09/2022 ,05/24/2022 ,05/24/2022 ,0,7043.0,7055.0
43156,A20427,04/09/2022 ,05/24/2022 ,05/24/2022 ,0,1773.0,1785.0
43157,A20428,04/09/2022 ,05/24/2022 ,05/24/2022 ,0,1300.0,1301.0
43158,A20134,04/09/2022 ,04/10/2022 ,04/10/2022 ,1,318.0,318.0
43159,837XPX,04/09/2022 ,04/09/2022 ,04/10/2022 ,2,11111.0,11111.0
43160,A20671,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,2604.0,2619.0
43161,A20261,04/09/2022 ,05/20/2022 ,05/21/2022 ,1,5163.0,5253.0
43162,A20184,04/09/2022 ,05/20/2022 ,05/21/2022 ,1,4030.0,4120.0
43163,A20131,04/09/2022 ,05/20/2022 ,05/21/2022 ,1,4392.0,4480.0
43164,a21481,04/09/2022 ,05/20/2022 ,05/21/2022 ,1,327.0,369.0
43165,A20185,04/09/2022 ,05/20/2022 ,05/21/2022 ,1,3847.0,3936.0
43166,A20880,04/09/2022 ,04/09/2022 ,04/10/2022 ,1,71.0,77.0
43167,A20878,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,72.0,72.0
43168,A17176,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,7791.0,7791.0
43170,A20876,04/09/2022 ,04/09/2022 ,04/10/2022 ,1,72.0,119.0
43172,abcc-57,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,270.0,280.0
43173,A20427,04/09/2022 ,04/09/2022 ,04/09/2022 ,0,669.0,679.0
43175,A20693,04/09/2022 ,04/17/2022 ,04/17/2022 ,0,1968.0,1970.0
43176,A21094,04/09/2022 ,04/17/2022 ,04/17/2022 ,0,1998.0,1999.0
43180,A19116,04/09/2022 ,04/17/2022 ,04/17/2022 ,0,8001.0,8001.0
43181,A17840,04/09/2022 ,04/17/2022 ,04/17/2022 ,0,4040.0,4041.0
43182,A20666,04/09/2022 ,04/17/2022 ,04/17/2022 ,0,2385.0,2390.0
43187,A20877,04/09/2022 ,04/14/2022 ,04/14/2022 ,0,275.0,337.0
43188,a15404,04/09/2022 ,04/14/2022 ,04/14/2022 ,0,8304.0,8341.0
43189,A20431,04/09/2022 ,04/21/2022 ,04/26/2022 ,5,2480.0,2984.0
43190,A20521,04/09/2022 ,04/21/2022 ,04/26/2022 ,5,1806.0,1874.0
43191,A18128,04/10/2022 ,04/11/2022 ,04/11/2022 ,0,1446.0,1446.0
43193,A17995,04/10/2022 ,04/11/2022 ,04/11/2022 ,0,1851.0,1851.0
43195,A19414,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,4360.0,4418.0
43196,A19230,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,5900.0,6011.0
43197,A17013,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,7800.0,7876.0
43198,D76146,04/10/2022 ,05/09/2022 ,05/13/2022 ,4,0.0,0.0
43199,A19025,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,11884.0,11899.0
43200,A18379,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,6366.0,6492.0
43201,A19027,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,14250.0,14255.0
43202,b-682022,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,1885.0,1885.0
43203,A17399,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,4213.0,4313.0
43204,A17842,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,6415.0,6518.0
43205,a17493,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,8100.0,8101.0
43207,A17834,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,4174.0,4228.0
43208,070XPZ,04/10/2022 ,04/14/2022 ,04/20/2022 ,6,11517.0,11517.0
43209,130XPZ,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,14000.0,14005.0
43211,D84145,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,0.0,0.0
43212,D84144,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,0.0,0.0
43213,A20332,04/10/2022 ,04/11/2022 ,04/13/2022 ,2,3422.0,3558.0
43214,A20184,04/10/2022 ,04/11/2022 ,04/13/2022 ,2,2439.0,2439.0
43215,A18520,04/10/2022 ,04/11/2022 ,04/13/2022 ,2,4965.0,4965.0
43216,A17986,04/10/2022 ,04/11/2022 ,04/13/2022 ,2,6825.0,6983.0
43217,A20877,04/10/2022 ,04/10/2022 ,04/11/2022 ,0,150.0,220.0
43218,abcc-57,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,280.0,378.0
43219,d73951,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,0.0,0.0
43220,D 69792,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,0.0,0.0
43221,A15915,04/10/2022 ,04/10/2022 ,04/11/2022 ,0,1503602.0,1503602.0
43222,A20669,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,1510.0,1510.0
43223,a11002,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,18848.0,18848.0
43224,A20132,04/10/2022 ,04/15/2022 ,04/15/2022 ,0,4130.0,4183.0
43225,A20133,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,1436.0,1498.0
43226,A20135,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,2230.0,2241.0
43227,A17575,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,6673.0,6729.0
43228,a15404,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,8091.0,8238.0
43229,A17878,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,2481.0,2533.0
43230,A20429,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,730.0,799.0
43231,A20698,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,816.0,897.0
43233,A17010,04/10/2022 ,04/10/2022 ,04/11/2022 ,1,6685.0,6814.0
43234,A20700,04/10/2022 ,04/10/2022 ,04/11/2022 ,1,1339.0,1468.0
43235,A17995,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,1809.0,1851.0
43236,904xpx,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,7169.0,7175.0
43237,A20427,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,679.0,734.0
43238,A21094,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,195.0,962.0
43239,A20693,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,1570.0,1738.0
43240,A19407,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,6259.0,6312.0
43241,A19408,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,7115.0,7169.0
43242,abcc-51,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,9560.0,9948.0
43243,A18381,04/10/2022 ,04/10/2022 ,04/13/2022 ,3,1131.0,1213.0
43245,a09541,04/10/2022 ,04/19/2022 ,04/19/2022 ,0,26180.0,26189.0
43246,abcc-53,04/10/2022 ,04/19/2022 ,04/19/2022 ,0,1910.0,1920.0
43247,A19025,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,11899.0,11899.0
43248,A20263,04/10/2022 ,04/10/2022 ,04/11/2022 ,1,1583.0,1614.0
43249,A21091,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,360.0,435.0
43250,A17840,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,4037.0,4038.0
43251,A17579,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,4284.0,4316.0
43253,abc8120,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,13758.0,13758.0
43254,A20668,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,2196.0,2199.0
43255,abcc-53,04/10/2022 ,04/10/2022 ,04/11/2022 ,0,1638.0,1690.0
43256,576xpt,04/10/2022 ,05/25/2022 ,05/27/2022 ,2,21273.0,21273.0
43257,A19026,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,13710.0,13731.0
43258,A17579,04/10/2022 ,04/11/2022 ,04/11/2022 ,0,4316.0,4367.0
43259,D78008,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,0.0,0.0
43260,d73952,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,0.0,0.0
43261,947xra,04/10/2022 ,04/22/2022 ,04/25/2022 ,3,190.0,190.0
43262,a11003,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,18190.0,18195.0
43263,A20664,04/10/2022 ,04/10/2022 ,04/11/2022 ,0,1580.0,1806.0
43264,A20666,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,2190.0,2285.0
43265,A20132,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,4007.0,4058.0
43266,666XRA,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,3300.0,3315.0
43267,A21290,04/10/2022 ,04/10/2022 ,04/11/2022 ,0,1.0,90.0
43268,A20670,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,1901.0,1914.0
43270,a11005,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,11936.0,11945.0
43271,632XRA,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,6670.0,6680.0
43272,632XRA,04/10/2022 ,04/11/2022 ,04/13/2022 ,2,6680.0,6689.0
43273,A18234,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,13961.0,13970.0
43274,a11000,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,13735.0,13739.0
43275,A07215,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,30214.0,30219.0
43276,A19027,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,14255.0,14300.0
43277,A20184,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,2427.0,2439.0
43278,A20261,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,3627.0,3640.0
43280,A20669,04/10/2022 ,04/10/2022 ,04/11/2022 ,0,1510.0,11560.0
43281,A17841,04/10/2022 ,04/10/2022 ,04/12/2022 ,1,6093.0,6104.0
43282,A17395,04/10/2022 ,04/10/2022 ,04/12/2022 ,1,7794.0,7882.0
43283,A18520,04/10/2022 ,04/29/2022 ,04/29/2022 ,0,5566.0,5640.0
43284,a20425,04/10/2022 ,04/29/2022 ,04/29/2022 ,0,2800.0,2879.0
43290,A19111,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,10517.0,10632.0
43291,A19116,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,6588.0,6620.0
43292,A19025,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,11899.0,11900.0
43293,A20134,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,318.0,340.0
43294,A17576,04/10/2022 ,04/10/2022 ,04/10/2022 ,0,6504.0,6515.0
43295,666XRA,04/10/2022 ,04/11/2022 ,04/12/2022 ,0,3315.0,3315.0
43300,A20670,04/10/2022 ,04/14/2022 ,04/14/2022 ,0,1950.0,1951.0
43301,abc8120,04/10/2022 ,04/14/2022 ,04/14/2022 ,0,13850.0,13851.0
43302,A19025,04/10/2022 ,04/14/2022 ,04/14/2022 ,0,11925.0,11926.0
43306,A17878,04/10/2022 ,04/12/2022 ,04/14/2022 ,2,2533.0,2533.0
43307,A18144,04/10/2022 ,04/12/2022 ,04/14/2022 ,2,2461.0,2506.0
43308,A21094,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,962.0,966.0
43311,A19111,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,10632.0,10762.0
43312,A20671,04/11/2022 ,04/12/2022 ,04/12/2022 ,0,2680.0,2681.0
43313,A18379,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,6492.0,6584.0
43314,D78007,04/11/2022 ,04/14/2022 ,04/14/2022 ,0,0.0,
43315,d73949,04/11/2022 ,04/14/2022 ,04/14/2022 ,0,1.0,
43316,A18127,04/11/2022 ,04/11/2022 ,04/13/2022 ,2,5152.0,5233.0
43317,A20131,04/11/2022 ,04/11/2022 ,04/13/2022 ,2,6011.0,6012.0
43318,A18521,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,1771.0,1789.0
43320,A20693,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,1738.0,1775.0
43321,D78008,04/11/2022 ,04/11/2022 ,04/12/2022 ,0,0.0,0.0
43322,d73952,04/11/2022 ,04/11/2022 ,04/12/2022 ,0,0.0,0.0
43323,A20698,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,897.0,959.0
43324,A20699,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,1213.0,1269.0
43325,d73950,04/11/2022 ,04/11/2022 ,04/13/2022 ,2,0.0,0.0
43326,A19228,04/11/2022 ,04/11/2022 ,04/12/2022 ,0,8852.0,8911.0
43327,A17575,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,6729.0,6787.0
43328,A19408,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,7169.0,7211.0
43329,A20301,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,1347.0,1391.0
43330,D58366,04/11/2022 ,04/11/2022 ,04/12/2022 ,0,0.0,0.0
43331,d51803,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,0.0,0.0
43332,A20670,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,1914.0,1920.0
43335,A20877,04/11/2022 ,04/16/2022 ,04/16/2022 ,0,397.0,463.0
43336,A19411,04/11/2022 ,04/16/2022 ,04/16/2022 ,0,7994.0,8020.0
43337,A19420,04/11/2022 ,04/16/2022 ,04/16/2022 ,0,7875.0,7875.0
43338,A19423,04/11/2022 ,04/16/2022 ,04/16/2022 ,0,6729.0,6794.0
43339,A19414,04/11/2022 ,04/16/2022 ,04/16/2022 ,0,4548.0,4561.0
43342,A17995,04/11/2022 ,04/16/2022 ,04/16/2022 ,0,2017.0,2018.0
43344,a18320,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,5173.0,5239.0
43345,A17840,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,4038.0,4038.0
43346,A17842,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,6518.0,6584.0
43347,A20433,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,1904.0,2119.0
43348,A17396,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,7718.0,7926.0
43349,A20135,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,2241.0,2309.0
43352,A17175,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,9790.0,9790.0
43353,A20671,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,2669.0,2680.0
43354,A20303,04/11/2022 ,04/11/2022 ,04/12/2022 ,0,2114.0,2130.0
43357,abcc-52,04/11/2022 ,04/11/2022 ,04/12/2022 ,0,1897.0,1897.0
43358,A17397,04/11/2022 ,04/11/2022 ,04/12/2022 ,1,6440.0,6453.0
43359,904xpx,04/11/2022 ,04/11/2022 ,04/12/2022 ,1,7175.0,7185.0
43360,A19420,04/11/2022 ,04/11/2022 ,04/12/2022 ,1,7800.0,7800.0
43362,A20664,04/11/2022 ,04/11/2022 ,04/12/2022 ,0,1806.0,1825.0
43363,A17399,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,4313.0,4378.0
43364,A19414,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,4418.0,4483.0
43365,A17013,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,7876.0,7925.0
43366,A17834,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,4228.0,4277.0
43367,A20698,04/11/2022 ,04/11/2022 ,04/13/2022 ,2,959.0,969.0
43368,A20426,04/11/2022 ,04/11/2022 ,04/15/2022 ,4,950.0,964.0
43369,A17404,04/11/2022 ,04/11/2022 ,04/15/2022 ,4,3700.0,3715.0
43370,A18146,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,3817.0,3829.0
43371,A20427,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,734.0,781.0
43372,A18129,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,1921.0,2026.0
43373,A20186,04/11/2022 ,04/11/2022 ,04/13/2022 ,2,2156.0,2440.0
43374,A20432,04/11/2022 ,04/11/2022 ,04/13/2022 ,2,1801.0,2147.0
43375,A20138,04/11/2022 ,04/11/2022 ,04/13/2022 ,2,591.0,600.0
43376,a11000,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,13739.0,13739.0
43380,abcc-60,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,261.0,270.0
43382,A20131,04/11/2022 ,05/15/2022 ,05/15/2022 ,0,4300.0,4320.0
43383,A17986,04/11/2022 ,05/15/2022 ,05/15/2022 ,0,7716.0,7757.0
43384,A20185,04/11/2022 ,05/15/2022 ,05/15/2022 ,0,3771.0,3775.0
43385,A21371,04/11/2022 ,05/15/2022 ,05/15/2022 ,0,845.0,846.0
43386,757XRA,04/11/2022 ,04/11/2022 ,04/12/2022 ,1,529.0,630.0
43387,A20665,04/11/2022 ,04/11/2022 ,04/12/2022 ,0,2085.0,2100.0
43389,A19404,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,6795.0,6820.0
43390,A19230,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,6011.0,6035.0
43391,A17494,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,7178.0,7381.0
43392,abcc-53,04/11/2022 ,04/11/2022 ,04/12/2022 ,0,1690.0,1690.0
43393,A19027,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,14300.0,14300.0
43394,A20669,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,11560.0,11560.0
43395,A20668,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,2199.0,2240.0
43396,abc8120,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,13758.0,13836.0
43397,A20520,04/11/2022 ,04/11/2022 ,04/14/2022 ,3,467.0,469.0
43398,A18234,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,13970.0,13970.0
43399,A17577,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,3243.0,3257.0
43400,A17841,04/11/2022 ,04/11/2022 ,04/11/2022 ,0,6104.0,6120.0
43401,A19420,04/11/2022 ,04/12/2022 ,04/12/2022 ,0,7800.0,7810.0
43402,A18129,04/11/2022 ,04/12/2022 ,04/12/2022 ,0,2027.0,2030.0
43403,A19400,04/11/2022 ,04/11/2022 ,04/13/2022 ,2,9818.0,9921.0
43404,A17176,04/11/2022 ,04/11/2022 ,04/13/2022 ,2,7791.0,7998.0
43405,A17577,04/11/2022 ,04/13/2022 ,04/13/2022 ,0,3290.0,3397.0
43406,A20667,04/11/2022 ,04/13/2022 ,04/13/2022 ,0,2560.0,2560.0
43408,A20670,04/11/2022 ,04/12/2022 ,04/12/2022 ,0,1920.0,1930.0
43409,A20667,04/11/2022 ,04/12/2022 ,04/12/2022 ,0,2540.0,2555.0
43410,abcc-53,04/11/2022 ,04/12/2022 ,04/12/2022 ,0,1690.0,1700.0
43411,A17397,04/11/2022 ,04/28/2022 ,04/28/2022 ,0,6811.0,6820.0
43412,A18128,04/11/2022 ,04/28/2022 ,04/28/2022 ,0,1753.0,1760.0
43413,A19404,04/11/2022 ,04/28/2022 ,04/28/2022 ,0,7080.0,7090.0
43414,A20330,04/11/2022 ,04/28/2022 ,04/28/2022 ,0,2086.0,2090.0
43415,A17995,04/11/2022 ,04/12/2022 ,04/12/2022 ,0,1851.0,1869.0
43416,A18128,04/11/2022 ,04/12/2022 ,04/12/2022 ,0,1446.0,1469.0
43419,A20332,04/12/2022 ,04/15/2022 ,04/17/2022 ,2,3559.0,3600.0
43420,A20261,04/12/2022 ,04/15/2022 ,04/17/2022 ,2,4288.0,4340.0
43421,D58366,04/12/2022 ,04/12/2022 ,04/13/2022 ,0,0.0,0.0
43422,A19230,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,6035.0,6071.0
43423,A17577,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,3257.0,3271.0
43424,A19414,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,4483.0,4492.0
43426,264XPZ,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,4500.0,4593.0
43427,A20699,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,1269.0,1326.0
43428,D84144,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,0.0,0.0
43429,d73949,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,1.0,1.0
43430,abcc-60,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,270.0,320.0
43432,462xpu,04/12/2022 ,04/12/2022 ,04/13/2022 ,0,11560.0,11600.0
43433,a17493,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,8143.0,8184.0
43434,D79459,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,0.0,
43435,A20669,04/12/2022 ,04/12/2022 ,04/13/2022 ,0,11560.0,11560.0
43436,A17834,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,4277.0,4317.0
43437,A20427,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,781.0,800.0
43438,A18379,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,6584.0,6599.0
43440,abcc-51,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,9948.0,9949.0
43441,A09296,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,22200.0,22200.0
43442,A20134,04/12/2022 ,04/12/2022 ,04/13/2022 ,0,340.0,400.0
43443,a09541,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,26100.0,26100.0
43446,A17840,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,4038.0,4040.0
43447,919XPX,04/12/2022 ,04/13/2022 ,04/13/2022 ,0,4643.0,4675.0
43448,A20664,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,1825.0,1825.0
43449,A19026,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,13731.0,13732.0
43450,A20133,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,1498.0,1545.0
43451,A19423,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,6664.0,6729.0
43452,A19411,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,7882.0,7889.0
43453,A17575,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,6787.0,6833.0
43454,A21089,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,85.0,103.0
43455,A21094,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,966.0,1903.0
43456,d73952,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,0.0,
43457,D79459,04/12/2022 ,04/12/2022 ,04/13/2022 ,0,0.0,0.0
43458,A20135,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,2309.0,2327.0
43459,A17842,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,6584.0,6601.0
43460,a11002,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,18848.0,18850.0
43461,abcc-52,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,1897.0,1900.0
43462,A17396,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,7926.0,7966.0
43463,abc8120,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,13836.0,13840.0
43464,A19025,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,11900.0,11915.0
43470,130XPZ,04/12/2022 ,04/12/2022 ,04/13/2022 ,1,14005.0,14006.0
43472,A20668,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,2240.0,2300.0
43473,a15404,04/12/2022 ,04/12/2022 ,04/13/2022 ,1,8238.0,8304.0
43474,A20671,04/12/2022 ,04/12/2022 ,04/13/2022 ,0,2681.0,2682.0
43475,837XPX,04/12/2022 ,04/12/2022 ,04/14/2022 ,2,11111.0,11683.0
43476,D 69792,04/12/2022 ,04/12/2022 ,04/13/2022 ,0,0.0,0.0
43477,A18234,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,13970.0,13980.0
43478,A20301,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,1391.0,1424.0
43479,A18521,04/12/2022 ,04/12/2022 ,04/13/2022 ,0,1789.0,1801.0
43482,A20877,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,220.0,266.0
43483,a11000,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,13739.0,13745.0
43484,A21290,04/12/2022 ,04/12/2022 ,04/13/2022 ,0,100.0,100.0
43485,A19423,04/12/2022 ,04/28/2022 ,04/28/2022 ,0,6980.0,7054.0
43486,A20429,04/12/2022 ,04/28/2022 ,04/28/2022 ,0,1505.0,1521.0
43487,abc12345678,04/12/2022 ,04/28/2022 ,04/28/2022 ,0,6774.0,6790.0
43488,A17837,04/12/2022 ,04/12/2022 ,04/15/2022 ,3,3141.0,3151.0
43490,d51803,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,0.0,0.0
43491,D58366,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,0.0,0.0
43493,A20132,04/12/2022 ,04/25/2022 ,04/25/2022 ,0,4646.0,4650.0
43494,A20131,04/12/2022 ,04/25/2022 ,04/25/2022 ,0,3528.0,3540.0
43495,A15915,04/12/2022 ,04/14/2022 ,04/14/2022 ,0,15204.0,15204.0
43496,abcc-60,04/12/2022 ,04/12/2022 ,04/12/2022 ,0,320.0,330.0
43498,A20878,04/12/2022 ,04/12/2022 ,04/26/2022 ,14,242.0,453.0
43499,A19230,04/12/2022 ,04/15/2022 ,04/15/2022 ,0,6108.0,6109.0
43500,A17834,04/12/2022 ,04/15/2022 ,04/15/2022 ,0,4352.0,4353.0
43501,A17577,04/12/2022 ,04/15/2022 ,04/15/2022 ,0,3443.0,3444.0
43502,A20876,04/12/2022 ,04/12/2022 ,04/13/2022 ,0,119.0,130.0
